A'damse code[1];CBS-code;Provincie;Gemeente;Alternatieve namen;Burgemeesters;Bestaan vanaf;Ontstaan uit;Bestaan tot;Opgegaan in;Opmerkingen
11244;1151;Zuid-Holland[2];Papekop;Papekop en Diemerbroek;Lijst;01-01-1818;Waarder;01-02-1964;Driebruggen;Viel tot 01-01-1821 onder Utrecht
10501;0124;Drenthe;Peize;;Lijst;13-07-1819;Eelde (deels);01-01-1998;Noordenveld;
11245;1152;Zuid-Holland;Pernis;"Pernis en Smalland; Pernis, Smalland en Oostbroek; Pernis, Smalland, Oostbroek, Langebakkersoord en Deiffelsbroek";Lijst;;;01-05-1934;Rotterdam;
11057;1153;Noord-Holland;Petten;;Lijst;01-05-1817;Zijpe;01-05-1929;Zijpe;
10391;1154;Zuid-Holland;Peursum;;Lijst;01-04-1817;Noordeloos;01-01-1957;Giessenburg;
10486;0699;Zeeland[2];Philippine;Filippine;Lijst;;;01-04-1970;Sas van Gent;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10179;0591;Zuid-Holland;Piershil;;Lijst;01-04-1817;Korendijk (Oud);01-01-1984;Korendijk;
10031;0594;Zuid-Holland;Pijnacker;"Pijnacker en Ruiven; Pijnakker; Pynacker";Lijst;;;01-01-2002;Pijnacker-Nootdorp;
10135;1155;Gelderland;Poederoijen;"Poederooien; Poederooijen; Pouderoijen";Lijst;;;01-07-1955;Brakel;
10969;;Limburg;Pol en Panheel;Pool en Panheel;Lijst;;;01-01-1821;Heel en Panheel;
10993;;Utrecht[2];Polsbroek (Oud);;Lijst;01-01-1812;"Cabauw; Vliet; Vlist; Zevender; Noord-Polsbroek; Zuid-Polsbroek; Hoenkoop";01-01-1818;"Hoenkoop; Noord-Polsbroek";Viel tot 19-09-1814 onder Utrecht, daarna tot 01-04-1817 onder twee provincies (gebieden Cabauw, Vliet, Vlist, Zevender en Zuid-Polsbroek vielen onder Zuid-Holland)
10993;0338;Utrecht;Polsbroek;;Lijst;08-09-1857;"Noord-Polsbroek; Zuid-Polsbroek";01-01-1989;Lopik;
11395;0592;Zuid-Holland;Poortugaal;Portugaal, Rozande, Oud- en Nieuw-Engeland;Lijst;;;01-01-1985;Albrandswaard;
11181;0700;Zeeland;Poortvliet;Poortvliet en Nieuwstrijen;Lijst;;;01-07-1971;Tholen;
10016;1359;Utrecht;Portengen;Noordeinde van Portengen;Lijst;01-01-1818;Breukelen (Oud);08-09-1857;Breukelen-Nijenrode;
10456;0956;Limburg;Posterholt;;Lijst;;;01-02-1994;Ambt Montfort (naamswijziging);
10762;1156;Noord-Brabant;Princenhage;"'s-Princenhage; Prinsenhage";Lijst;08-05-1819;Haage (naamswijziging);01-01-1942;"Beek (Noord-Brabant); Breda";
11354;0832;Noord-Brabant;Prinsenbeek;;Lijst;01-01-1951;Beek (Noord-Brabant) (naamswijziging);01-01-1997;Breda;
11265;;Gelderland;Puiflijk;;Lijst;;;01-01-1818;Druten;
10099;0833;Noord-Brabant;Putte;Putten (Noord-Brabant);Lijst;;;01-01-1997;Woensdrecht;
10222;0593;Zuid-Holland;Puttershoek;;Lijst;;;01-01-1984;Binnenmaas;
11391;0834;Noord-Brabant;Raamsdonk;;Lijst;;;01-01-1997;Geertruidenberg;
10789;1157;Noord-Holland;Ransdorp;Ransdorp, Holijsloot en Durgerdam;Lijst;;;01-01-1921;Amsterdam;
10330;;Friesland;Rauwerd;;Lijst;;;01-10-1816;Rauwerderhem (naamswijziging);
10330;0087;Friesland;Rauwerderhem;;Lijst;01-10-1816;Rauwerd (naamswijziging);01-01-1984;Boornsterhem;
10805;0835;Noord-Brabant;Ravenstein;Ravestein;Lijst;;;01-01-2003;Oss;
10671;1158;Noord-Brabant;Reek;;Lijst;;;01-07-1942;Schaijk;
10485;0595;Zuid-Holland;Reeuwijk;Reewijk;Lijst;;;01-01-2011;Bodegraven-Reeuwijk;
11043;1661;Groningen;Reiderland;;Lijst;01-07-1991;Beerta (naamswijziging);01-01-2010;Oldambt;
10412;1159;Zeeland;Renesse;;Lijst;;;01-01-1961;Westerschouwen;
10109;;Zeeland;Rengerskerke en Zuidland;;Lijst;;;01-01-1813;Kerkwerve;
10400;0701;Zeeland[2];Retranchement;;Lijst;;;01-04-1970;Sluis (Oud);Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10162;0836;Noord-Brabant;Reusel;Reuzel;Lijst;;;01-01-1997;Reusel-De Mierden;
10051;1360;Utrecht;Rhijnauwen;"Rijnaauwen; Rijnauwen";Lijst;01-01-1818;Bunnik;08-09-1857;Bunnik;
10903;0596;Zuid-Holland;Rhoon;"Rhoon en Pendrecht; Rhoon, Oud- en Nieuw-Pendrecht; Roon";Lijst;;;01-01-1985;Albrandswaard;
10455;0837;Noord-Brabant;Riethoven;;Lijst;;;01-01-1997;Bergeyk;
10828;1160;Zuid-Holland;Rietveld;Rietveld en de Bree;Lijst;01-04-1817;Zegveld;01-02-1964;Woerden;
10473;1361;Noord-Holland;Rietwijkeroord;"Rietwijker-oord; Rietwijkeroord en Rietwijk; Rietwijkeroort; Rijckeroord";Lijst;01-05-1817;Nieuwer-Amstel;31-05-1854;Nieuwer-Amstel;
10824;1165;Limburg;Rijckholt;Rijkholt;Lijst;;;01-01-1943;Gronsveld;
11257;0646;Zuid-Holland;Rijneveld;;Lijst;01-01-1991;"Benthuizen; Hazerswoude; Koudekerk aan den Rijn";01-01-1993;Rijnwoude (naamswijziging);
11129;0601;Zuid-Holland;Rijnsaterwoude;"Rhijnsaterwoude; Rijnsatherwoude; Rijnzaterwoude";Lijst;;;01-01-1991;Jacobswoude;
11118;0602;Zuid-Holland;Rijnsburg;Rhijnsburg;Lijst;;;01-01-2006;Katwijk;
10819;0196;Gelderland;Rijnwaarden;;Lijst;01-01-1985;"Herwen en Aerdt; Pannerden";01-01-2018;Zevenaar;
11257;1672;Zuid-Holland;Rijnwoude;;Lijst;01-01-1993;Rijneveld;01-01-2014;Alphen aan den Rijn;
11417;0440;Noord-Holland;Rijp, De De Rijp;Rijp;Lijst;;;01-08-1970;Graft-De Rijp;
10866;0841;Noord-Brabant;Rijsbergen;;Lijst;;;01-01-1997;Zundert;
10613;1166;Utrecht;Rijsenburg;Rijzenburg;Lijst;01-01-1818;Driebergen;01-05-1931;Driebergen-Rijsenburg;
10503;1362;Zuid-Holland;Rijsoort;Rijsoord;Lijst;;;01-01-1846;Rijsoort en Strevelshoek;
10503;1258;Zuid-Holland;Rijsoort en Strevelshoek;;Lijst;01-01-1846;"Rijsoort; Strevelshoek";01-09-1855;Ridderkerk;
10358;0178;Overijssel;Rijssen;Rijsen;Lijst;;;15-03-2003;Rijssen-Holten (naamswijziging);
11016;0842;Noord-Brabant[2];Rijswijk (Noord-Brabant);;Lijst;;;01-01-1973;Woudrichem;Viel van 19-09-1814 tot 10-02-1815 onder Zuid-Holland
10479;1161;Zeeland;Rilland;Rilland en Maire;Lijst;01-01-1816;"Maire; Rilland en Bath (deels)";01-01-1878;Rilland-Bath;
10479;;Zeeland;Rilland en Bath;;Lijst;;;01-01-1816;"Bath; Rilland";
10479;0702;Zeeland;Rilland-Bath;"Rilland; Rilland-Bat";Lijst;01-01-1878;"Bath; Rilland";01-01-1970;Reimerswaal;
10020;1162;Limburg;Rimburg;;Lijst;;;15-03-1887;Ubach over Worms;
11096;;Friesland;Rinsumageest;;Lijst;01-01-1812;;01-10-1816;Dantumadeel;
10652;1163 (703);Zeeland;Ritthem;"Rithem; Rittem; Ritthem c.a.; Ritthem, Nieuw Erve en Welsinge";Lijst;;;01-07-1966;Vlissingen;
10464;0598;Zuid-Holland;Rockanje;"Rockanje, Strijpe, Lodderland, Stuifakker, Sint Annapolder en Schapengors; Rokanje; Rokkanje";Lijst;;;01-01-1980;Westvoorne;
10699;0125;Drenthe;Roden;;Lijst;;;01-01-1998;Noordenveld;
10505;0958;Limburg;Roggel;;Lijst;;;01-01-1993;Roggel en Neer (naamswijziging);
10505;1670;Limburg;Roggel en Neer;;Lijst;01-01-1993;Roggel (naamswijziging);01-01-2007;Leudal;
10470;0126;Drenthe;Rolde;;Lijst;;;01-01-1998;Aa en Hunze;
10815;;Friesland;Roordahuizum;;Lijst;01-01-1812;;01-10-1816;Idaarderadeel;
10407;0838;Noord-Brabant;Roosendaal en Nispen;"Roosendaal c.a.; Rosendaal c.a.; Rosendaal en Nispen; Rozendaal (Noord-Brabant); Rozendaal en Nispen";Lijst;;;01-01-1997;Roosendaal;
10954;0959;Limburg;Roosteren;;Lijst;;;01-01-1982;Susteren;
10684;0277;Gelderland;Rozendaal (Gelderland);Rozendaal;Lijst;01-01-1818;Velp (Gelderland);01-01-1933;Rozendaal (Gelderland) (naamswijziging);
10970;0839;Noord-Brabant;Rosmalen;;Lijst;;;01-01-1996;Hertogenbosch, 's 's-Hertogenbosch;
10860;0276;Gelderland;Rossum;Rossem;Lijst;01-01-1818;"Heerewaarden (Oud); Hurwenen (Oud)";01-01-1999;Maasdriel;
11054;1363;Zuid-Holland;Roxenisse;;Lijst;01-04-1817;Dirksland;19-08-1857;Melissant;
11314;0600;Zuid-Holland;Rozenburg;"Oud- en Nieuw-Rozenburg, Blankenburg, Ruigeplaat en Langeplaat; Rosenburg; Rosenburg en Blankenburg met de Ruige en Lange Platen; Rozenburg (Oud- en Nieuw-) c.a.";Lijst;;;18-03-2010;Rotterdam;
10629;0127;Drenthe;Ruinen;;Lijst;;;01-01-1998;Wolden, De De Wolden;
10944;0128;Drenthe;Ruinerwold;Ruinerwolde;Lijst;;;01-01-1998;Wolden, De De Wolden;
11009;1364;Zuid-Holland;Ruiven;Ruijven;Lijst;01-04-1817;Pijnacker;01-01-1846;Pijnacker;
10879;0278;Gelderland;Ruurlo;Ruurloo;Lijst;;;01-01-2005;Berkelland;
10526;1164;Utrecht;Ruwiel;;Lijst;01-01-1818;"Breukelen (Oud) (deels); Stichts Loenen (Oud) (deels)";01-04-1964;Breukelen;
10339;1167;Noord-Brabant;Sambeek;;Lijst;;;01-05-1942;"Boxmeer; Oploo, Sint Anthonis en Ledeacker";
11328;1365;Zuid-Holland;Sandelingenambacht;"Sandeling of Adriaan Pieters Ambacht; Sandelinge-Ambacht; Sandelingen-Ambacht; Zandelingen Ambacht";Lijst;01-04-1817;;01-09-1855;Hendrik-Ido-Ambacht;
10080;1168;Groningen;Sappemeer;Rijsoort;Lijst;;;01-04-1949;Hoogezand-Sappemeer;
11405;0704;Zeeland[2];Sas van Gent;"Sas van Gend; Sas-van-Gent";Lijst;;;01-01-2003;Terneuzen;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10612;0604;Zuid-Holland;Sassenheim;Sassenheijm;Lijst;;;01-01-2006;Teylingen;
11335;0960;Limburg;Schaesberg;"Schaasberg; Schaesbergh";Lijst;;;01-01-1982;Landgraaf;
10276;0843;Noord-Brabant;Schaijk;"Schaaik; Schaik; Schayk";Lijst;;;01-01-1994;Landerd;
10378;1169;Utrecht;Schalkwijk;;Lijst;;;01-01-1962;Houten;
10414;1366;Noord-Holland;Schardam;;Lijst;01-05-1817;Beets;31-05-1854;Beets;
10022;0139;Friesland;Scharsterland;;Lijst;01-01-1984;"Doniawerstal; Haskerland";01-03-1985;Skarsterlân (naamswijziging);
11254;1367;Noord-Holland;Scharwoude (bij Hoorn);;Lijst;01-05-1817;Avenhorn;31-05-1854;Avenhorn;
10159;;Noord-Holland;Scharwoude (Langendijk);;Lijst;01-01-1812;"Noord-Scharwoude; Zuid-Scharwoude";01-05-1817;"Noord-Scharwoude; Zuid-Scharwoude";
10711;0039;Groningen;Scheemda;De Scheemda;Lijst;;;01-01-2010;Oldambt;
10651;1368;Noord-Holland;Schellingwoude;;Lijst;01-05-1817;Nieuwendam;08-09-1857;Ransdorp;
10772;0442;Noord-Holland;Schellinkhout;;Lijst;;;01-08-1970;Venhuizen;
11399;0605;Zuid-Holland;Schelluinen;;Lijst;01-04-1817;Giessen-Nieuwkerk;01-01-1986;Giessenlanden;
10308;0458;Noord-Holland;Schermer;;Lijst;01-08-1970;"Oterleek; Schermerhorn; Zuid- en Noord-Schermer";01-01-2015;Alkmaar;
10308;0443;Noord-Holland;Schermerhorn;Schermerhorn en Westmijzen;Lijst;;;01-08-1970;Schermer;
10375;0705;Zeeland;Scherpenisse;Scherpenisse en Westkerke;Lijst;;;01-04-1971;Tholen;
11306;1170;Zuid-Holland;Schiebroek;;Lijst;01-04-1817;Overschie;01-08-1941;Rotterdam;
11178;0844;Noord-Brabant;Schijndel;;Lijst;;;01-01-2017;Meierijstad;
11076;0961;Limburg;Schimmert;;Lijst;;;01-01-1982;Nuth;
10780;1171;Limburg;Schin op Geul;"Schin op Geulle; Schin-op-Geul";Lijst;;;01-10-1940;Valkenburg (Limburg);
10132;0962;Limburg;Schinnen;;Lijst;;;01-01-2019;Beekdaelen;
10492;0963;Limburg;Schinveld;;Lijst;;;01-01-1982;Onderbanken;
10130;0607;Zuid-Holland;Schipluiden;;Lijst;;;01-01-2004;Midden-Delfland;
11189;1369;Overijssel;Schokland;;Lijst;;;10-07-1859;Kampen;
11098;1370;Utrecht;Schonauwen;Schonaauwen;Lijst;01-01-1818;Houten;08-09-1857;Houten;
10189;0706;Zeeland[2];Schoondijke;;Lijst;;;01-04-1970;Oostburg;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10064;0129;Drenthe;Schoonebeek;Schonebeek;Lijst;01-05-1884;Dalen (deels);01-01-1998;Emmen;
10980;0608;Zuid-Holland;Schoonhoven;;Lijst;;;01-01-2015;Krimpenerwaard;
10214;0609;Zuid-Holland;Schoonrewoerd;"Schoonderwoerd; Schoonerwoerd";Lijst;;;01-01-1986;Leerdam;
10627;0444;Noord-Holland;Schoorl;"Schoorl c.a.; Schoorl, Hargen en Kamp";Lijst;;;01-01-2001;Bergen (Noord-Holland);
10544;1172;Zeeland;Schore;Schore en Vlake;Lijst;;;01-01-1941;Kapelle;
10382;1173;Noord-Holland;Schoten;"Schooten; Schoten en Gehugten";Lijst;01-05-1817;Spaarndam;01-05-1927;Haarlem;
10680;1174;Friesland;Schoterland;;Lijst;01-10-1816;"Heerenveen (Oud); Knijpe, De De Knijpe; Mildam; Sint Johannesga";01-07-1934;Heerenveen;
10626;1371;Zuid-Holland;Schuddebeurs en Simonshaven;;Lijst;01-04-1817;Geervliet;01-09-1855;Geervliet;
11014;1175;Zeeland;Serooskerke (Schouwen);;Lijst;;;01-01-1961;Westerschouwen;
11256;1176 (707);Zeeland;Serooskerke (Walcheren);Serooskerke, Rijnsburg en Hondegemsambacht;Lijst;;;01-07-1967;Veere;
10045;0964;Limburg;Sevenum;Zevenum;Lijst;13-06-1836;Horst (deels);01-01-2010;Horst aan de Maas;
10156;;Friesland;Sexbierum;;Lijst;01-01-1812;;01-10-1816;Barradeel;
11323;;Groningen;Siddeburen;;Lijst;;;01-01-1826;Slochteren;
11167;0447;Noord-Holland;Sijbekarspel;"Sibekarspel; Sijbecarspel; Sijbekarspel en Benningbroek; Zijbecarspel; Zijdekarspel en Benningbroek";Lijst;;;01-01-1979;Noorder-Koggenland;
10449;;Zeeland;Sinoutskerke en Baarsdorp;;Lijst;;;01-01-1816;Heer Abtskerke, 's 's-Heer Abtskerke;
11012;1177;Zeeland[2];Sint Anna ter Muiden;Anna ter Muiden (Sint);Lijst;;;31-07-1880;Sluis (Oud);Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
11200;0708;Zeeland;Sint Annaland;"Annaland (Sint); Sint-Annaland";Lijst;;;01-07-1971;Tholen;
10128;;Friesland;Sint Annaparochie;Sint-Annaparochie;Lijst;01-01-1812;;01-10-1816;Bildt, Het Het Bildt;
10113;1372;Zuid-Holland;Sint Anthoniepolder;"Anthoniepolder (Sint); Sint Anthony Polder; Sint-Anthoniepolder";Lijst;01-04-1817;Maasdam;01-01-1832;Maasdam;
11415;;Noord-Brabant;Sint Anthonis en Ledeacker;;Lijst;;;01-01-1821;Oploo, Sint Anthonis en Ledeacker;
10288;0966;Limburg;Sint Geertruid;"Geertruid (Sint); Sint Geertruide; Sinte Geertruid; Sint-Geertruid; Sint-Geertruide";Lijst;06-03-1828;"Breust (deels); Eijsden (deels)";01-01-1982;Margraten;
10951;;Friesland;Sint Jacobiparochie;Sint-Jacobiparochie;Lijst;01-01-1812;;01-10-1816;Bildt, Het Het Bildt;
10864;0709;Zeeland[2];Sint Jansteen;"Jansteen (Sint); Sint Jan Steen; Sint Janssteen; Sint-Janssteen; Sint-Jansteen";Lijst;;;01-04-1970;Hulst;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10813;;Friesland;Sint Johannesga;Sint-Johannesga;Lijst;01-01-1812;;01-10-1816;Schoterland;
10632;;Zeeland;Sint Joosland;Sint-Joosland;Lijst;;;01-01-1816;Nieuw- en Sint Joosland;
10235;1178;Zeeland[2];Sint Kruis;"Kruis (Sint); Sinte Kruis; Sint-Kruis";Lijst;;;01-04-1941;Aardenburg;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10106;1179 (710);Zeeland;Sint Laurens;"Laurens (Sint); Sint Laurens en Brigdamme; Sint-Laurens";Lijst;;;01-07-1966;Middelburg (Zeeland);
10740;0445;Noord-Holland;Sint Maarten;"Maarten (Sint); Sint Maarten, Eenigenbrug en Valkoog; Sint-Maarten";Lijst;;;01-01-1990;Harenkarspel;
10716;0711;Zeeland;Sint Maartensdijk;"Maartensdijk (Sint); Sint-Maartensdijk";Lijst;;;01-07-1971;Tholen;
10112;1373;Zuid-Holland;Sint Maartensregt;"Maartensregt (Sint); Sint Maartensregt en Dorp; Sint-Maartensregt";Lijst;01-04-1817;Schipluiden;01-09-1855;Schipluiden;
10278;0967;Limburg;Sint Odiliënberg;"Odilienberg; Odiliënberg (Sint); Sint-Odiliënberg";Lijst;;;01-01-1991;Posterholt;
10399;0846;Noord-Brabant;Sint-Oedenrode;;Lijst;;;01-01-2017;Meierijstad;
10513;0446;Noord-Holland;Sint Pancras;"Pancras (Sint); Sint-Pancras; Sint-Pankras";Lijst;01-05-1817;Broek op Langendijk;01-01-1990;Langedijk;
10394;0712;Zeeland;Sint Philipsland;"Philipsland (Sint); Sint-Filipsland; Sint-Philipsland";Lijst;;;01-01-1995;Tholen;
10137;1180;Limburg;Sint Pieter;"Pieter (Sint); Sint-Pieter";Lijst;;;01-01-1920;Maastricht;
11211;;Zeeland;Sirjansland;"'s-Heer Jansland; Sir Jansland";Lijst;;;01-01-1816;Oosterland;
11230;0968;Limburg;Sittard;;Lijst;;;01-01-2001;Sittard-Geleen;
10022;0051;Friesland;Skarsterlân;;Lijst;01-03-1985;Scharsterland (naamswijziging);01-01-2014;De Friese Meren;
10489;0130;Drenthe;Sleen;;Lijst;13-07-1819;Zweeloo (deels);01-01-1998;Coevorden;
11274;0969;Limburg;Slenaken;;Lijst;;;01-01-1982;Wittem;
10747;0040;Groningen;Slochteren;;Lijst;;;01-01-2018;Midden-Groningen;
10867;0089;Friesland;Sloten (Friesland);;Lijst;;;01-01-1984;Gaasterland;
10148;1181;Noord-Holland;Sloten (Noord-Holland);"Slooten; Sloten, Sloterdijk, Osdorp en de Vrije Geer";Lijst;;;01-01-1921;Amsterdam;
11402;1182;Zuid-Holland;Sluipwijk;Sluipwijk en Vrouwmade;Lijst;;;01-07-1870;Reeuwijk;
10895;0713;Zeeland[2];Sluis (Oud);;Lijst;;;01-01-1995;Sluis-Aardenburg;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
11020;1698;Zeeland;Sluis-Aardenburg;;Lijst;01-01-1995;"Aardenburg; Sluis (Oud)";01-01-2003;Sluis;
11033;0131;Drenthe;Smilde;;Lijst;;;01-01-1998;Middenveld;
11421;0091;Friesland;Sneek;;Lijst;;;01-01-2011;Súdwest-Fryslân;
10802;0341;Utrecht[2];Snelrewaard;"Snelerwaard; Snellerwaard; Snelrewaard, Zuid- en Noord-Linschoten en IJselvere";Lijst;01-04-1817;Linschoten;01-01-1989;Oudewater;VIel tot 01-01-1821 onder Zuid-Holland
10047;;Noord-Brabant;Soerendonk en Sterksel;;Lijst;;;01-01-1821;Soerendonk, Sterksel en Gastel;
10047;1183;Noord-Brabant;Soerendonk, Sterksel en Gastel;"Soerendonk; Soerendonk c.a.";Lijst;01-01-1821;"Gastel (bij Budel); Soerendonk en Sterksel";01-01-1925;Maarheeze;
11097;1184 (611);Zuid-Holland;Sommelsdijk;Sommelsdijk en Kraaijestein;Lijst;;;01-01-1966;Middelharnis;
10937;;Friesland;Sonnega;;Lijst;01-01-1812;;01-10-1816;Weststellingwerf;
10192;1185;Noord-Holland;Spaarndam;;Lijst;;;01-05-1927;Haarlem;
10508;1374;Noord-Holland;Spaarnwoude;;Lijst;;;08-09-1857;Haarlemmerliede en Spaarnwoude;
10063;1186;Noord-Holland;Spanbroek;;Lijst;;;01-07-1959;Opmeer;
10552;0970;Limburg;Spaubeek;;Lijst;;;01-01-1982;Beek (Limburg);
11397;1375;Gelderland;Spijk;;Lijst;01-04-1817;Kedichem;01-09-1855;Heukelum;
10735;0612;Zuid-Holland;Spijkenisse;;Lijst;;;01-01-2015;Nissewaard;
10659;1187;Noord-Brabant;Sprang;;Lijst;;;01-01-1923;Sprang-Capelle;
11233;0849;Noord-Brabant;Sprang-Capelle;"Sprang; Sprangkapelle";Lijst;01-01-1923;"Capelle; Sprang; Vrijhoeve-Capelle";01-01-1997;Waalwijk;
11415;1691;Noord-Brabant;St. Anthonis;;Lijst;01-01-1994;Oploo, Sint Anthonis en Ledeacker;04-07-1995;Sint Anthonis (naamswijziging);
11239;1188 (613);Zuid-Holland;Stad aan 't Haringvliet;Stad-aan-'t-Haringvliet;Lijst;01-04-1817;Den Bommel;01-01-1966;Middelharnis;
11053;1189;Overijssel;Stad Almelo;"Almelo (Stad); Stad Almeloo; Stad-Almelo";Lijst;01-07-1818;Almelo (Oud);01-01-1914;Almelo;
10913;0179;Overijssel;Stad Delden;"Delden (Stad); Stad-Delden";Lijst;01-07-1818;Delden;01-01-2001;Hof van Twente;
10603;1190;Gelderland;Stad Doetinchem;"Doetinchem (Stad); Stad Deutekom; Stad-Doetinchem";Lijst;;;01-01-1920;Doetinchem;
11169;1191;Overijssel;Stad Hardenberg;"Hardenberg (Stad); Stad-Hardenberg";Lijst;01-07-1818;Hardenberg (Oud);01-05-1941;Hardenberg;
10381;1192;Overijssel;Stad Ommen;"Ommen (Stad); Stad-Ommen";Lijst;01-07-1818;Ommen (Oud);01-05-1923;Ommen;
11183;1193;Overijssel;Stad Vollenhove;"Stad-Vollenhove; Vollenhove (Stad)";Lijst;01-07-1818;Vollenhove (Oud);01-02-1942;Vollenhove;
11212;0850;Noord-Brabant;Standdaarbuiten;Standaarbuiten;Lijst;;;01-01-1997;Zevenbergen;
10619;0714;Zeeland;Stavenisse;;Lijst;;;01-07-1971;Tholen;
10240;1257;Friesland;Staveren;Stavoren;Lijst;;;01-01-1979;Stavoren (naamswijziging);
10240;0092;Friesland;Stavoren;;Lijst;01-01-1979;Staveren (naamswijziging);01-01-1984;Nijefurd;
10771;0041;Groningen;Stedum;;Lijst;;;01-01-1990;Loppersum;
10497;0280;Gelderland;Steenderen;;Lijst;;;01-01-2005;Bronckhorst;
10546;0181;Overijssel;Steenwijk;;Lijst;;;01-01-2003;Steenwijkerland (naamswijziging);
11347;0182;Overijssel;Steenwijkerwold;"Steenwijkerwolde; Steenwijkerwoud";Lijst;;;01-01-1973;Steenwijk;
11437;1194;Zuid-Holland;Stein (Zuid-Holland);"Land van Stein; Land van Stein, Kort Haarlem en Willes";Lijst;01-04-1817;Reeuwijk;01-07-1870;Reeuwijk;
10087;1195 (614);Zuid-Holland;Stellendam;;Lijst;01-04-1817;Goedereede;01-01-1966;Goedereede;
10697;1377;Utrecht;Sterkenburg;;Lijst;01-01-1818;Langbroek;08-09-1857;Driebergen;
11203;0972;Limburg[2];Stevensweert;Stevensweerd;Lijst;;;01-01-1991;Maasbracht;Viel van 01-01-1815 tot 09-10-1815 onder Brabant
11202;;Utrecht;Stichts Loenen;Stichts Loenen en Nieuwersluis;Lijst;01-05-1817;Loenen (Oud) (naamswijziging);01-01-1820;Loenen;
10851;;Friesland;Stiens;;Lijst;01-01-1812;;01-10-1816;Leeuwarderadeel;
11386;1196 (852);Noord-Brabant;Stiphout;;Lijst;;;01-01-1968;Helmond;
11250;0615;Zuid-Holland;Stolwijk;Stolwyk;Lijst;;;01-01-1985;Vlist;
10742;1197;Zuid-Holland;Stompwijk;Stompwijk, Zuidzijde van Leidschendam, Wilsveen en Tedingerbroek;Lijst;01-04-1817;Leidschendam (Oud);01-01-1938;Leidschendam;
10100;1198;Zeeland[2];Stoppeldijk;;Lijst;;;01-07-1936;Vogelwaarde;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10108;1378;Zuid-Holland;Stormpolder;;Lijst;01-04-1817;Ouderkerk aan den IJssel;01-09-1855;Krimpen aan den IJssel;
10438;0343;Utrecht;Stoutenburg;;Lijst;01-01-1818;Hoevelaken;01-06-1969;Leusden;
11186;0973;Limburg;Stramproy;"Stamprade; Stamproij; Stamprooi; Stamproy; Stramproij; Stramprooi";Lijst;;;01-01-1998;Weert;
10172;1199;Noord-Brabant;Stratum;;Lijst;;;01-01-1920;Eindhoven;
11105;0616;Zuid-Holland;Streefkerk;;Lijst;;;01-01-1986;Liesveld;
10553;1380;Zuid-Holland;Strevelshoek;;Lijst;01-04-1817;Rijsoort;01-01-1846;Rijsoort en Strevelshoek;
10558;0617;Zuid-Holland;Strijen;;Lijst;;;01-01-2019;Hoeksche Waard;
11429;1381;Zuid-Holland;Strijensas;"Strijen Sas; Strijensche Sas";Lijst;01-04-1817;Strijen;01-09-1855;Strijen;
10521;1201;Noord-Brabant;Strijp;;Lijst;;;01-01-1920;Eindhoven;
11034;1200;Limburg;Strucht;;Lijst;;;02-01-1879;Schin op Geul;
11326;;Friesland;Surhuizum;;Lijst;01-01-1812;;01-10-1816;Achtkarspelen;
10457;0974;Limburg;Susteren;;Lijst;;;01-01-2003;Echt-Susteren;
10474;0975;Limburg;Swalmen;Zwalmen;Lijst;;;01-01-2007;Roermond;
10499;1382;Utrecht[2];Teckop;Teccop;Lijst;01-04-1817;Harmelen;08-09-1857;Kamerik;Viel tot 01-01-1821 onder Zuid-Holland
11333;0976;Limburg[2];Tegelen;;Lijst;;;01-01-2001;Venlo;Viel tot 24-02-1817 onder Pruisen
10175;1383;Zuid-Holland;Tempel;;Lijst;01-04-1817;Pijnacker;15-08-1855;Berkel en Rodenrijs;
10891;0009;Groningen;Ten Boer;Tenboer;Lijst;;;01-01-2019;Groningen;
11104;0480;Zuid-Holland;Ter Aar;"Aar (Ter); Langer Aar en Korter Aar, genaamd ter Aar; Ter Aar en Vrijhoeven; Teraar; Ter-Aar";Lijst;;;01-01-2007;Nieuwkoop;
10704;0715;Zeeland;Ter Neuzen;;Lijst;15-07-1877;Neuzen (naamswijziging);04-06-1940;Terneuzen (naamswijziging);
10034;;Gelderland;Terborg;;Lijst;01-01-1812;Wisch (deels);01-01-1818;Wisch;
10905;0853;Noord-Brabant;Terheijden;"Terheiden; Terheyden";Lijst;;;01-01-1997;Made;
11023;0042;Groningen;Termunten;;Lijst;;;01-01-1990;Delfzijl;
10129;;Friesland;Ternaard;;Lijst;01-01-1812;;01-10-1816;Westdongeradeel;
